index,question,ground_truth_id,naive_id,tri_id,naive_hit,tri_hit,naive_conf_score,tri_conf_score
442,After CLASS--Is a voluntary public insurance program a realistic way to meet the long-term support and service needs of adults with disabilities?,26717802,22014671,22014671,0,0,-3.5058,-3.5058
443,Is intraoperative neuromonitoring associated with better functional outcome in patients undergoing open TME?,23810330,21798764,23933960,0,0,0.6711,1.2692
444,Can we predict which head and neck cancer survivors develop fears of recurrence?,19027440,27387913,26892430,0,0,2.3743,4.3287
445,The secular growth acceleration: does it appear during fetal life?,24446763,15343225,20497977,0,0,-8.0975,-3.0810
446,Does hippocampal atrophy on MRI predict cognitive decline?,9444542,17005070,12297568,0,0,6.1647,8.3442
447,Chemoradiotherapy in the management of locally advanced squamous cell carcinoma esophagus: is surgical resection required?,23389866,21343920,21343920,0,0,2.7282,2.7282
448,Does quantitative left ventricular regional wall motion change after fibrous tissue resection in endomyocardial fibrosis?,19142546,25552491,25552491,0,0,3.3072,3.3072
449,Bridge experience with long-term implantable left ventricular assist devices. Are they an alternative to transplantation?,9107172,22555270,7963116,0,0,0.1807,5.3255
450,Does occupational nuclear power plant radiation affect conception and pregnancy?,9363244,17491260,21485541,0,0,-5.6319,-6.9694
451,Lloyd-Davies position with Trendelenburg--a disaster waiting to happen?,10411439,19865575,21827721,0,0,-11.3032,-11.3913
452,Is patient outcome compromised during the initial experience with robot-assisted radical cystectomy?,21166749,26792433,24001463,0,0,3.9266,4.6392
453,Is the Retromandibular Transparotid Approach a Reliable Option for the Surgical Treatment of Condylar Fractures?,27818079,21503195,21503195,0,0,0.3610,0.3610
454,Appendectomy timing: Will delayed surgery increase the complications?,25982163,18367138,23290595,0,0,4.2922,4.9541
455,Treatment of vitamin D deficiency in CKD patients with ergocalciferol: are current K/DOQI treatment guidelines adequate?,20353735,23420502,23221508,0,0,3.5163,2.6842
456,Comparing femoral version after intramedullary nailing performed by trauma-trained and non-trauma trained surgeons: is there a difference?,24630333,23053587,15103573,0,0,0.7234,-0.5591
457,Does Viral Co-Infection Influence the Severity of Acute Respiratory Infection in Children?,27096199,24117958,21855894,0,0,1.3718,6.4299
458,Will clinical studies elucidate the connection between the length of storage of transfused red blood cells and clinical outcomes?,22519710,26848822,21645005,0,0,2.5197,4.7369
459,Cardiogenic shock complicating acute myocardial infarction in elderly patients: does admission to a tertiary center improve survival?,12040336,12947365,18690563,0,0,3.4631,3.3600
460,Learning needs of postpartum women: does socioeconomic status matter?,15918864,27859592,11702839,0,0,-10.8864,-3.5184
461,Pitfalls in urinary stone identification using CT attenuation values: are we getting the same information on different scanner models?,23601294,25481232,25481232,0,0,0.4382,0.4382
462,Laminoplasty outcomes: is there a difference between patients with degenerative stenosis and those with ossification of the posterior longitudinal ligament?,21361755,24365897,24365897,0,0,2.9768,2.9768
463,Immunohistochemical assessment of steroid hormone receptors in tissues of the anal canal. Implications for anal incontinence?,9003088,11171825,19384677,0,0,-2.9424,-0.6063
464,Is acute fibrinous and organizing pneumonia the expression of immune dysregulation?,23337545,17222255,23199585,0,0,-2.8573,-2.0846
465,Hypotension in patients with coronary disease: can profound hypotensive events cause myocardial ischaemic events?,10490564,8489860,8174150,0,0,-2.6010,2.8961
466,An HIV1/2 point of care test on sputum for screening TB/HIV co-infection in Central India - Will it work?,23375036,17131792,26392925,0,0,-1.8084,-0.5944
467,Do inhaled corticosteroids affect perception of dyspnea during bronchoconstriction in asthma?,11555508,11796444,11422131,0,0,1.5464,3.3820
468,Is routine chest radiography after transbronchial biopsy necessary?,16778275,20403712,18405446,0,0,1.7075,3.2058
469,Is it safe to perform rectal anastomosis in gynaecological debulking surgery without a diverting stoma?,27136599,17361396,17525861,0,0,3.9709,5.6613
470,Does angiotensin-converting enzyme-1 (ACE-1) gene polymorphism lead to chronic kidney disease among hypertensive patients?,27050505,8903618,8903618,0,0,2.8272,2.8272
471,Does laparoscopic antireflux surgery improve quality of life in patients whose gastro-oesophageal reflux disease is well controlled with medical therapy?,18403945,19095120,20396911,0,0,5.6337,5.9923
472,Is semi-closed endarterectomy of the superficial femoral artery combined with a short venous bypass in case of insufficient venous material an acceptable alternative for limb-threatening ischemia?,11149643,24184092,21531527,0,0,-3.8407,-0.8879
473,Can biofeedback training of psychophysiological responses enhance athletes' sport performance?,26200172,10331893,10331893,0,0,2.1691,2.1691
474,Do cytokines have any role in epilepsy?,18783922,15246121,26100815,0,0,1.7464,3.7801
475,Cue-induced behavioural activation: a novel model of alcohol craving?,12684740,15127179,24988265,0,0,2.0472,4.1957
476,Can routine offering of influenza vaccination in office-based settings reduce racial and ethnic disparities in adult influenza vaccination?,25155638,21317518,25489850,0,0,-4.6904,0.6123
477,Colorectal cancer in young patients: is it a distinct clinical entity?,26820719,9752871,21881876,0,0,1.0136,3.7488
478,Can implant retention be recommended for treatment of infected TKA?,21080127,20574806,20574806,0,0,1.0658,1.0658
479,Long-term significance of postictal psychotic episodes II. Are they predictive of interictal psychotic episodes?,18086459,15826348,15337330,0,0,-4.6407,0.7902
480,Do primary care physicians underprescribe antibiotics for peptic ulcer disease?,11978239,25841581,20569095,0,0,-1.2837,0.5241
481,Blunt trauma in intoxicated patients: is computed tomography of the abdomen always necessary?,10798511,22224146,9498497,0,0,4.0868,4.9918
482,Chronic progressive cervical myelopathy with HTLV-I infection: Variant form of HAM/TSP?,15477551,20951636,25148903,0,0,1.9984,0.8937
483,Gender difference in survival of resected non-small cell lung cancer: histology-related phenomenon?,19327500,21881356,14605056,0,0,3.3015,4.0238
484,Is lumbar drainage of postoperative cerebrospinal fluid fistula after spine surgery effective?,24614789,25565288,16234677,0,0,1.8550,2.0341
485,Is obesity a risk factor for wheezing among adolescents?,23283159,11120896,27144330,0,0,2.5158,4.6262
486,Dose end-tidal carbon dioxide measurement correlate with arterial carbon dioxide in extremely low birth weight infants in the first week of life?,16465002,22887048,11472573,0,0,0.8304,2.3258
487,Is CA72-4 a useful biomarker in differential diagnosis between ovarian endometrioma and epithelial ovarian cancer?,24191126,19053170,22284961,0,0,1.4780,3.4139
488,Preservation of the PCL when performing cruciate-retaining TKA: Is the tibial tuberosity a reliable predictor of the PCL footprint location?,25218577,24045910,24045910,0,0,6.1651,6.1651
489,The English antibiotic awareness campaigns: did they change the public's knowledge of and attitudes to antibiotic use?,20488985,18658196,22911779,0,0,-4.1231,-1.4649
490,Does increased nerve length within the treatment volume improve trigeminal neuralgia radiosurgery?,11567820,26561286,8420870,0,0,1.1050,3.3317
491,Is the affinity column-mediated immunoassay method suitable as an alternative to the microparticle enzyme immunoassay method as a blood tacrolimus assay?,19100463,27543980,27468576,0,0,-8.7144,-3.0289
492,Should tumor depth be included in prognostication of soft tissue sarcoma?,12769830,18710621,19736808,0,0,0.8399,3.5818
493,Is amoxapine an atypical antipsychotic?,10331115,27347638,27347638,0,0,2.7850,2.7850
494,Does topical N-acetylcysteine application after myringotomy cause severe otorrhea?,17483607,15689767,19551668,0,0,-1.6523,1.0842
495,Is non-HDL-cholesterol a better predictor of long-term outcome in patients after acute myocardial infarction compared to LDL-cholesterol?,28056802,19437396,19437396,0,0,5.9292,5.9292
496,Is intrapartum vibroacoustic stimulation an effective predictor of fetal acidosis?,11776681,17403401,27023800,0,0,-9.9099,-1.7854
497,The association of puberty and young adolescent alcohol use: do parents have a moderating role?,24922528,15830898,25023093,0,0,-1.2929,3.7542
498,Must early postoperative oral intake be limited to laparoscopy?,8200238,8951516,8951516,0,0,4.5705,4.5705
499,Does loss of consciousness predict neuropsychological decrements after concussion?,10593212,16929049,26718812,0,0,-1.5254,3.6482
500,Does body mass index (BMI) influence morbidity and long-term survival in gastric cancer patients after gastrectomy?,12630042,23371777,23371777,0,0,7.0320,7.0320
501,Does patella position influence ligament balancing in total knee arthroplasty?,24519615,21311866,21311866,0,0,4.6893,4.6893
502,Is the advanced age a contraindication to GERD laparoscopic surgery?,24267613,17122762,16334434,0,0,-0.1663,-3.7431
503,Ultra high risk (UHR) for psychosis criteria: are there different levels of risk for transition to psychosis?,21074975,25772939,25772939,0,0,7.4667,7.4667
504,Has the 80-hour workweek improved surgical resident education in New England?,19712912,27068844,27068844,0,0,1.1143,1.1143
505,Can continuous physical training counteract aging effect on myoelectric fatigue?,12690589,17595418,16490395,0,0,-6.3247,-0.9949
506,Does ischemic preconditioning require reperfusion before index ischemia?,10757151,15023554,16815986,0,0,4.8636,4.5139
507,Are sports medicine journals relevant and applicable to practitioners and athletes?,15388567,16558612,20662548,0,0,-7.7784,-0.7079
508,Does head positioning influence anterior chamber depth in pseudoexfoliation syndrome?,10877371,8934412,21894533,0,0,-10.0236,-0.1358
509,Are polymorphisms in oestrogen receptors genes associated with lipid levels in response to hormone therapy?,22324545,22901973,24140101,0,0,1.9911,-3.0627
510,Sternal plating for primary and secondary sternal closure; can it improve sternal stability?,19419587,12735589,25720972,0,0,-0.2371,4.8498
511,Can dose reduction to one parotid gland prevent xerostomia?,16909975,25595326,25948323,0,0,1.6025,2.5829
512,Is the histidine triad nucleotide-binding protein 1 (HINT1) gene a candidate for schizophrenia?,18799291,27211562,19058791,0,0,-3.1389,5.5280
513,Increased neutrophil migratory activity after major trauma: a factor in the etiology of acute respiratory distress syndrome?,12163782,27172150,11700422,0,0,-2.5582,3.0459
514,BCRABL transcript detection by quantitative real-time PCR : are correlated results possible from homebrew assays?,16392897,27259280,20113449,0,0,-0.4767,1.8919
515,Does higher body mass index contribute to worse asthma control in an urban population?,19615731,21313994,24947900,0,0,0.1870,4.3714
516,Does a physician's specialty influence the recording of medication history in patients' case notes?,18537964,17764470,17764470,0,0,-0.8120,-0.8120
517,Living in an urban environment and non-communicable disease risk in Thailand: Does timing matter?,25747932,15921512,18541020,0,0,-9.0483,-2.5075
518,Is renal warm ischemia over 30 minutes during laparoscopic partial nephrectomy possible?,17445978,26058668,20825756,0,0,4.3939,6.9212
519,Does a febrile reaction to platelets predispose recipients to red blood cell alloimmunization?,19309468,8052271,8052271,0,0,1.2770,1.2770
520,Maternal creatine homeostasis is altered during gestation in the spiny mouse: is this a metabolic adaptation to pregnancy?,25885219,23174701,25737950,0,0,0.9084,2.6437
521,Pap smears with glandular cell abnormalities: Are they detected by rapid prescreening?,26348845,25667474,16550967,0,0,-3.5123,0.4938
522,The HELPP syndrome--evidence of a possible systemic inflammatory response in pre-eclampsia?,12221908,22626009,10963506,0,0,-0.8186,2.9797
523,Spleen-preserving distal pancreatectomy with resection of the splenic vessels. Should one rely on the short gastric arteries?,21904069,23060401,27160088,0,0,0.7720,3.0866
524,Delayed peripheral facial palsy in the stapes surgery: can it be prevented?,14976655,27651233,25360529,0,0,-6.7061,-3.2413
525,Hepatic arterial embolization for unresectable hepatocellular carcinomas: do technical factors affect prognosis?,22644412,22762400,18047564,0,0,-0.1421,3.1591
526,Are pelvic anatomical structures in danger during arthroscopic acetabular labral repair?,26419377,24186974,24186974,0,0,1.4118,1.4118
527,Staging laparoscopy in patients with hepatocellular carcinoma: is it useful?,23052500,24577116,16508808,0,0,-0.9083,4.8483
528,Can echocardiography and ECG discriminate hereditary transthyretin V30M amyloidosis from hypertrophic cardiomyopathy?,26104852,20083070,27112610,0,0,-0.9451,1.9918
529,Does pediatric housestaff experience influence tests ordered for infants in the neonatal intensive care unit?,9142039,9730194,14993555,0,0,-7.4452,-0.1368
530,Is robotically assisted laparoscopic radical prostatectomy less invasive than retropubic radical prostatectomy?,18399830,18640061,20880950,0,0,6.0855,9.0849
531,Nasal polyposis: is there an inheritance pattern?,18575014,19128585,12752325,0,0,2.1062,2.3124
532,c-Kit-dependent growth of uveal melanoma cells: a potential therapeutic target?,15223779,19118061,19118061,0,0,5.5902,5.5902
533,Pharmacologic regimens for knee osteoarthritis prevention: can they be cost-effective?,24487044,26895820,18440398,0,0,-2.3766,1.4413
534,Is anorectal endosonography valuable in dyschesia?,12377809,18186567,9529493,0,0,-1.3599,1.9076
535,Production of chemokines by perivascular adipose tissue: a role in the pathogenesis of atherosclerosis?,16195477,19762682,15671098,0,0,-3.8460,4.5967
536,Continuity of care experience of residents in an academic vascular department: are trainees learning complete surgical care?,16678696,25918003,25918003,0,0,1.2662,1.2662
537,Household and food shopping environments: do they play a role in socioeconomic inequalities in fruit and vegetable consumption?,18801797,22348332,22348332,0,0,3.9530,3.9530
538,Does birth center care during a woman's first pregnancy have any impact on her future reproduction?,12153648,27343953,11702839,0,0,-7.5967,-2.3360
539,Are environmental factors important in primary systemic vasculitis?,12632437,11136884,24447403,0,0,-0.5537,1.2074
540,Is low serum chloride level a risk factor for cardiovascular mortality?,10201555,26763893,22049913,0,0,3.3087,3.5861
541,Is EQ-5D a valid quality of life instrument in patients with acute coronary syndrome?,21342862,24746502,15925674,0,0,-1.1323,5.8677
542,Could Adult European Pharmacoresistant Epilepsy Patients Be Treated With Higher Doses of Zonisamide?,26818046,18396455,23911352,0,0,-2.0624,-3.8740
543,Does early migraine treatment shorten time to headache peak and reduce its severity?,18005142,25609757,15836564,0,0,-5.7942,-2.1236
544,Does the manic/mixed episode distinction in bipolar disorder patients run true over time?,11481172,20825373,10584760,0,0,-1.0345,2.6815
545,Post-tonsillectomy late haemorrhage: is it a preferably night-time event?,19230985,25515059,25515059,0,0,0.2671,0.2671
546,Acute hepatitis C in Israel: a predominantly iatrogenic disease?,17295865,22237470,19784363,0,0,-7.5599,-0.6694
547,Out of the smokescreen II: will an advertisement targeting the tobacco industry affect young people's perception of smoking in movies and their intention to smoke?,17565137,9583625,20576800,0,0,-0.8040,0.3392
548,Do adjuvant aromatase inhibitors increase the cardiovascular risk in postmenopausal women with early breast cancer?,18041059,25750311,21431343,0,0,4.7110,5.4151
549,Metastatic carcinoma to the cervical nodes from an unknown head and neck primary site: Is there a need for neck dissection?,17274051,23046820,16777368,0,0,2.4822,2.0407
550,Cardiac reoperations in octogenarians: Do they really benefit?,26460153,21256301,21256301,0,0,0.1445,0.1445
551,Location and number of sutures placed for hiatal hernia repair during laparoscopic adjustable gastric banding: does it matter?,24061619,18080712,18080712,0,0,2.4378,2.4378
552,Is Alveolar Macrophage Phagocytic Dysfunction in Children With Protracted Bacterial Bronchitis a Forerunner to Bronchiectasis?,26867834,22188978,18417198,0,0,-3.5924,1.2409
553,Do elderly patients benefit from surgery in addition to radiotherapy for treatment of metastatic spinal cord compression?,22349635,17275201,27272831,0,0,0.5725,3.3312
554,Are WHO/UNAIDS/UNICEF-recommended replacement milks for infants of HIV-infected mothers appropriate in the South African context?,15112004,17990235,22498379,0,0,-5.3144,1.2459
555,Is minilaparoscopic inguinal hernia repair feasible?,15954832,18503366,18503366,0,0,4.5005,4.5005
556,Surgical treatment of prosthetic valve endocarditis in patients with double prostheses: is single-valve replacement safe?,19640728,18036910,18036910,0,0,1.2607,1.2607
557,Epidural analgesia for surgical treatment of peritoneal carcinomatosis: a risky technique?,22154448,24383612,16192774,0,0,0.1812,-1.9737
558,Risk stratification in emergency surgical patients: is the APACHE II score a reliable marker of physiological impairment?,11146778,21356486,17046859,0,0,-0.5957,2.5293
559,Are physicians meeting the needs of family caregivers of the frail elderly?,8199520,22732397,24521487,0,0,-4.0844,2.7835
560,Can nonproliferative breast disease and proliferative breast disease without atypia be distinguished by fine-needle aspiration cytology?,9100537,15862508,17875777,0,0,-1.7000,4.2670
561,Are Reviewers' Scores Influenced by Citations to Their Own Work?,26518378,17411314,8015127,0,0,-3.8418,-0.2623
562,Does the central venous pressure predict fluid responsiveness?,23774337,24215252,17646504,0,0,4.1001,7.1207
563,Memory-provoked rCBF-SPECT as a diagnostic tool in Alzheimer's disease?,16151770,24516415,15232656,0,0,-4.8294,3.7315
564,Can we ease the financial burden of colonoscopy?,26418441,19465158,16432648,0,0,-6.5912,-2.2638
565,Is low birth weight a risk indicator for congenital cytomegalovirus infection?,20130378,24593837,26881863,0,0,1.3445,2.0998
566,Is external palliative radiotherapy for gallbladder carcinoma effective?,11799314,20846273,16858185,0,0,-1.0822,-1.5597
567,Is discordance in TEOAE and AABR outcomes predictable in newborns?,20828836,15565423,15565423,0,0,1.7985,1.7985
568,Chemical shift MRI: is there any contribution to morphologic evaluation of solid breast masses?,19608436,20574085,21177388,0,0,-6.0111,-1.0053
569,Do some U.S. states have higher/lower injury mortality rates than others?,15995461,22929500,10353926,0,0,-5.6121,-0.1398
570,Do European people with type 1 diabetes consume a high atherogenic diet?,23224030,27105935,17136391,0,0,0.2510,4.5731
571,Adults with mild intellectual disabilities: can their reading comprehension ability be improved?,17910536,18952809,14653660,0,0,-6.3594,-0.4224
572,Do antibiotics decrease post-tonsillectomy morbidity?,12070552,19214463,19102358,0,0,2.1582,5.1144
573,Body diffusion-weighted MR imaging of uterine endometrial cancer: is it helpful in the detection of cancer in nonenhanced MR imaging?,18182265,23732687,22821394,0,0,0.5114,2.8730
574,Do inhaled steroids differ from cromones in terms of hospital admission rates for asthma in children?,15841770,19693460,19693460,0,0,5.5311,5.5311
575,Substance use and HIV-related sexual behaviors among US high school students: are they related?,8017535,27750182,8115340,0,0,1.5068,3.3633
576,Does sex influence the response to intravenous thrombolysis in ischemic stroke?,24172579,19109538,19109538,0,0,6.4139,6.4139
577,Thrombosis prophylaxis in hospitalised medical patients: does prophylaxis in all patients make sense?,10781708,11115458,19364975,0,0,3.4623,3.8326
578,Do teleoncology models of care enable safe delivery of chemotherapy in rural towns?,26561905,27755124,20056929,0,0,-11.1385,-4.0032
579,Does Paget's disease exist in India?,17089900,16995808,27172236,0,0,-1.0405,-0.7219
580,Is There an Additional Value of Using Somatostatin Receptor Subtype 2a Immunohistochemistry Compared to Somatostatin Receptor Scintigraphy Uptake in Predicting Gastroenteropancreatic Neuroendocrine Tumor Response?,26536001,21852357,12058963,0,0,0.6125,3.8357
581,Can vaginal pH be measured from the wet mount slide?,19643525,11466191,10823128,0,0,-9.0944,1.5485
582,Does Molecular Genotype Provide Useful Information in the Management of Radioiodine Refractory Thyroid Cancers?,26285789,26338373,25734251,0,0,-2.2695,1.4325
583,Screening for gestational diabetes mellitus: are the criteria proposed by the international association of the Diabetes and Pregnancy Study Groups cost-effective?,22266735,25958098,25316228,0,0,4.5027,6.2224
584,Are higher rates of depression in women accounted for by differential symptom reporting?,15052394,26743882,16651649,0,0,-4.7490,2.1035
585,Follow-up of patients with new cardiovascular implantable electronic devices: are experts' recommendations implemented in routine clinical practice?,23264436,24889010,25256800,0,0,1.4998,3.8818
586,Does limb-salvage surgery offer patients better quality of life and functional capacity than amputation?,22302658,27036309,25698087,0,0,-3.7172,1.7789
587,Serum angiotensin-converting enzyme and frequency of severe hypoglycaemia in Type 1 diabetes: does a relationship exist?,17894828,21812638,21812638,0,0,5.0157,5.0157
588,Cervical spine fractures in geriatric blunt trauma patients with low-energy mechanism: are clinical predictors adequate?,18096128,26092674,21610391,0,0,-0.4699,2.4302
589,Do microbiological factors account for poor pregnancy outcome among unmarried pregnant women in Poland?,12913347,26150848,21306340,0,0,-5.4504,-0.1888
590,Should all patients be optimized to the same preoperative hemoglobin level to avoid transfusion in primary knee arthroplasty?,24684514,21252608,21252608,0,0,2.5884,2.5884
591,Is there any relation between cervical cord plaques and discopathy in patients with multiple sclerosis?,24793469,20573640,26432854,0,0,-0.5288,1.7229
592,Is the processing of affective prosody influenced by spatial attention?,23360491,21296120,23768530,0,0,-8.4141,3.6308
593,Is there a role for leukocyte and CRP measurements in the diagnosis of acute appendicitis in the elderly?,10340286,27216860,26621395,0,0,2.2629,3.2089
594,Are bipolar disorders underdiagnosed in patients with depressive episodes?,22954812,21904095,12059844,0,0,2.7968,5.5953
595,Prognosis of low-tone sudden deafness - does it inevitably progress to Meniere's disease?,18274917,21792974,18954493,0,0,-2.7475,-1.3950
596,Can pictorial warning labels on cigarette packages address smoking-related health disparities?,22350859,18768457,25564288,0,0,-3.2352,5.0235
597,Does patient-prosthesis mismatch after aortic valve replacement affect survival and quality of life in elderly patients?,26237424,24842873,20103206,0,0,7.3654,7.1591
598,Is fear of anaphylactic shock discouraging surgeons from more widely adopting percutaneous and laparoscopic techniques in the treatment of liver hydatid cyst?,15041506,12833196,24033489,0,0,-6.2876,-2.9722
599,Reporting and interpreting red blood cell morphology: is there discordance between clinical pathologists and clinicians?,25280365,25882632,22440296,0,0,-7.7601,-5.6292
600,Does β-catenin have a role in pathogenesis of sebaceous cell carcinoma of the eyelid?,20813740,22330966,12648588,0,0,-2.5091,4.1445
601,Is ultrasound equal to X-ray in pediatric fracture diagnosis?,20401819,24168880,12494977,0,0,0.7023,0.5661
602,Measuring hospital mortality rates: are 30-day data enough?,7860319,24713085,24480256,0,0,1.4475,4.5454
603,Hearing loss: an unknown complication of pre-eclampsia?,25255719,25943645,24784713,0,0,-3.6225,-1.1828
604,Is portable ultrasonography accurate in the evaluation of Schanz pin placement during extremity fracture fixation in austere environments?,24352924,27033675,20414866,0,0,-8.1476,-1.0032
605,Medical student education in emergency medicine: do students meet the national standards for clinical encounters of selected core conditions?,24973051,25671020,26412105,0,0,-1.4507,0.8760
606,A model of healing of Los Angeles grades C and D reflux oesophagitis: is there an optimal time of acid suppression for maximal healing?,20497146,17671381,21682754,0,0,-0.4646,1.5384
607,Gadofosveset-enhanced MR angiography of carotid arteries: does steady-state imaging improve accuracy of first-pass imaging?,19401574,16864672,11918356,0,0,-1.5697,3.3718
608,Sternal skin conductance: a reasonable surrogate for hot flash measurement?,23571528,20597243,20505548,0,0,-9.2829,-0.9624
609,Elephant trunk in a small-calibre true lumen for chronic aortic dissection: cause of haemolytic anaemia?,25228241,23817468,22115219,0,0,-1.7334,0.9882
610,Does partial expander deflation exacerbate the adverse effects of radiotherapy in two-stage breast reconstruction?,22348433,26954736,25357049,0,0,0.4012,-0.1001
611,Should temperature be monitorized during kidney allograft preservation?,20538207,27467537,10919601,0,0,-3.7920,0.1314
612,Can p53 alterations be used to predict tumour response to pre-operative chemo-radiotherapy in locally advanced rectal cancer?,10927144,12885834,18664561,0,0,4.0120,6.2660
613,Is irritable bowel syndrome a diagnosis of exclusion?,20197761,23357491,10235207,0,0,5.0288,6.0167
614,Is pelvic pain associated with defecatory symptoms in women with pelvic organ prolapse?,21394762,17132476,18845285,0,0,0.1983,4.6075
615,Does ibuprofen increase perioperative blood loss during hip arthroplasty?,12442934,12734151,24050883,0,0,2.5496,3.6043
616,"Laparoscopic-assisted ileocolic resections in patients with Crohn's disease: are abscesses, phlegmons, or recurrent disease contraindications?",9347843,21087388,21087388,0,0,4.5894,4.5894
617,Has the use of complementary and alternative medicine therapies by U.S. adults with chronic disease-related functional limitations changed from 2002 to 2007?,23072266,11176556,23088705,0,0,-3.5381,4.0581
618,Is extended aortic replacement in acute type A dissection justifiable?,12607666,12607665,25731839,0,0,3.5883,4.2722
619,Is intensive monitoring during the first transfusion in pediatric patients necessary?,24074624,25705420,23228399,0,0,-2.7188,0.5791
620,Effects of exercise training on heart rate and QT interval in healthy young individuals: are there gender differences?,17224424,26258854,22273242,0,0,-3.9760,3.4965
621,Is coeliac disease screening in risk groups justified?,16097998,20096017,17060123,0,0,1.4689,2.8586
622,Analysis of the epidemiological pattern of Shigellosis in Barcelona between 1988 and 2012: Is it an emerging sexually transmitted infection?,25487603,24958238,25327583,0,0,-5.3048,-1.1709
623,A patient with myelomeningocele: is untethering necessary prior to scoliosis correction?,20594006,21042894,22917751,0,0,-1.3309,-0.6604
624,Is aerobic workload positively related to ambulatory blood pressure?,26363639,19767664,19060996,0,0,-5.9567,0.3997
625,PREVALENCE OF THE STREPTOCOCUS AGALACTIAE IN THE PREGNANT WOMAN FROM THE AUTONOMIC CITY OF MELILLA: IS CULTURE A DETERMINANT FACTOR?,27405146,16511753,26928153,0,0,-6.3952,-3.1971
626,Is fluoroscopy essential for retrieval of lower ureteric stones?,17192736,25017592,26328180,0,0,-4.3170,-0.2597
627,Does the sequence of clamp application during open abdominal aortic aneurysm surgery influence distal embolisation?,14652839,26294059,10388633,0,0,-3.2063,3.7596
628,Are lower fasting plasma glucose levels at diagnosis of type 2 diabetes associated with improved outcomes?,12145243,18487478,23832404,0,0,1.3936,5.6858
629,Do elderly patients call 911 when presented with clinical scenarios suggestive of acute stroke?,25571931,27388490,26657210,0,0,0.1108,-1.4162
630,Cerebromediastinal tuberculosis in a child with a probable Say-Barber-Miller syndrome: a causative link?,19108857,19812498,23958816,0,0,-4.5806,-3.2456
631,Are virtual planning and guided surgery for head and neck reconstruction economically viable?,25443385,25100637,20074239,0,0,-0.1336,-0.7012
632,Do overweight children necessarily make overweight adults?,18719011,17557992,17276325,0,0,-1.5556,3.8905
633,Biliary atresia: should all patients undergo a portoenterostomy?,9044116,10770389,10873055,0,0,2.5457,6.6324
634,Does a history of unintended pregnancy lessen the likelihood of desire for sterilization reversal?,23621776,23891205,27661288,0,0,-6.3309,-2.7095
635,Does early discharge with nurse home visits affect adequacy of newborn metabolic screening?,12970636,19661808,26154426,0,0,-6.3816,0.3612
636,Are stroke patients' reports of home blood pressure readings reliable?,21084567,12174173,17531917,0,0,0.2542,2.9148
637,Does increasing blood pH stimulate protein synthesis in dialysis patients?,19546588,15956057,24751706,0,0,-3.2082,-4.4515
638,Can T-cell deficiency affect spatial learning ability following toluene exposure?,19923859,16136300,16136300,0,0,0.3159,0.3159
639,Is there a relationship between homocysteine and vitiligo?,18616781,18608712,12492448,0,0,-5.9736,1.7267
640,Do dermatomyositis and polymyositis affect similar thigh muscles?,27991408,26706399,15232492,0,0,-0.5887,1.5727
641,Juvenile ankylosing spondylitis--is it the same disease as adult ankylosing spondylitis?,14655021,15934110,15934110,0,0,3.4738,3.4738
642,Is Aspiration Thrombectomy Beneficial in Patients Undergoing Primary Percutaneous Coronary Intervention?,26175531,25907084,18852369,0,0,5.2273,6.6863
643,Can static foot posture measurements predict regional plantar surface area?,25168472,24642291,22658845,0,0,-4.4255,-1.4786
644,Can dentists recognize manipulated digital radiographs?,9446993,19265830,22769411,0,0,-1.9935,0.0834
645,Is delayed gastric emptying following pancreaticoduodenectomy related to pylorus preservation?,10473855,11807364,14707733,0,0,8.2645,7.3797
646,Is Overexpression of Ki-67 a Prognostic Biomarker of Upper Tract Urinary Carcinoma?,28006766,25936588,17189409,0,0,-0.7351,5.4460
647,Does a delay in transfer to a rehabilitation unit for older people affect outcome after fracture of the proximal femur?,11833948,22178013,24650942,0,0,-2.4625,1.4877
648,Does the treatment of amblyopia normalise subfoveal choroidal thickness in amblyopic children?,27757987,19232733,21446921,0,0,-0.0352,2.8872
649,A comparison of 500 prefilled textured saline breast implants versus 500 standard textured saline breast implants: is there a difference in deflation rates?,16772913,18766029,16128096,0,0,-0.9962,0.0981
650,Do foreign bodies migrate through the body towards the heart?,19575104,22184055,17632787,0,0,-9.9100,-3.5065
651,Is there a relationship between serum paraoxonase level and epicardial fat tissue thickness?,24449622,26184836,22727461,0,0,3.2043,4.9356
652,Chemoradiation instead of surgery to treat mid and low rectal tumors: is it safe?,12095973,12682535,23010737,0,0,-0.5485,-1.7507
653,Is calibration the cause of variation in liquid chromatography tandem mass spectrometry testosterone measurement?,23761381,17362583,19103962,0,0,-6.8025,3.4976
654,Are complex coronary lesions more frequent in patients with diabetes mellitus?,16971978,17967444,27329027,0,0,0.0487,2.7144
655,Are variations in the use of carotid endarterectomy explained by population Need?,10375486,17923633,20620010,0,0,1.5975,1.8105
656,Are there effects of intrauterine cocaine exposure on delinquency during early adolescence?,21558951,9412600,20837048,0,0,-2.9875,4.4166
657,Is expert breast pathology assessment necessary for the management of ductal carcinoma in situ ?,15528969,27842732,27842732,0,0,4.0695,4.0695
658,Thoracic and thoracoabdominal aneurysm repair: is reimplantation of spinal cord arteries a waste of time?,17062225,8114185,24188715,0,0,-2.1969,0.5535
659,Is year of radical prostatectomy a predictor of outcome in prostate cancer?,14713788,18476966,24332639,0,0,3.4921,4.7465
