index,question,ground_truth_id,naive_id,tri_id,naive_hit,tri_hit,naive_conf_score,tri_conf_score
448,Does quantitative left ventricular regional wall motion change after fibrous tissue resection in endomyocardial fibrosis?,19142546,19142546,19142546,1,1,7.6284,7.6284
449,Bridge experience with long-term implantable left ventricular assist devices. Are they an alternative to transplantation?,9107172,9107172,9107172,1,1,7.7555,7.7555
450,Does occupational nuclear power plant radiation affect conception and pregnancy?,9363244,9363244,9363244,1,1,4.3165,4.3165
451,Lloyd-Davies position with Trendelenburg--a disaster waiting to happen?,10411439,20831575,15833750,0,0,-11.2815,-11.4042
452,Is patient outcome compromised during the initial experience with robot-assisted radical cystectomy?,21166749,21166749,21166749,1,1,7.5919,7.5919
453,Is the Retromandibular Transparotid Approach a Reliable Option for the Surgical Treatment of Condylar Fractures?,27818079,27818079,27818079,1,1,9.3520,9.3520
454,Appendectomy timing: Will delayed surgery increase the complications?,25982163,18367138,23290595,0,0,4.2922,4.9541
455,Treatment of vitamin D deficiency in CKD patients with ergocalciferol: are current K/DOQI treatment guidelines adequate?,20353735,20353735,20353735,1,1,8.2752,8.2752
456,Comparing femoral version after intramedullary nailing performed by trauma-trained and non-trauma trained surgeons: is there a difference?,24630333,24630333,24630333,1,1,6.3069,6.3069
457,Does Viral Co-Infection Influence the Severity of Acute Respiratory Infection in Children?,27096199,27096199,27096199,1,1,7.6719,7.6719
458,Will clinical studies elucidate the connection between the length of storage of transfused red blood cells and clinical outcomes?,22519710,22519710,26848822,1,0,4.4537,2.5197
459,Cardiogenic shock complicating acute myocardial infarction in elderly patients: does admission to a tertiary center improve survival?,12040336,12947365,10985706,0,0,3.4631,3.8249
460,Learning needs of postpartum women: does socioeconomic status matter?,15918864,15918864,15918864,1,1,5.4364,5.4364
461,Pitfalls in urinary stone identification using CT attenuation values: are we getting the same information on different scanner models?,23601294,23601294,23601294,1,1,4.5923,4.5923
462,Laminoplasty outcomes: is there a difference between patients with degenerative stenosis and those with ossification of the posterior longitudinal ligament?,21361755,21361755,21361755,1,1,6.3778,6.3778
463,Immunohistochemical assessment of steroid hormone receptors in tissues of the anal canal. Implications for anal incontinence?,9003088,9003088,9003088,1,1,4.5081,4.5081
464,Is acute fibrinous and organizing pneumonia the expression of immune dysregulation?,23337545,23337545,23337545,1,1,5.4194,5.4194
465,Hypotension in patients with coronary disease: can profound hypotensive events cause myocardial ischaemic events?,10490564,10490564,10490564,1,1,4.2861,4.2861
466,An HIV1/2 point of care test on sputum for screening TB/HIV co-infection in Central India - Will it work?,23375036,23375036,23375036,1,1,2.6418,2.6418
467,Do inhaled corticosteroids affect perception of dyspnea during bronchoconstriction in asthma?,11555508,11555508,11555508,1,1,6.4154,6.4154
468,Is routine chest radiography after transbronchial biopsy necessary?,16778275,16778275,16778275,1,1,8.9336,8.9336
469,Is it safe to perform rectal anastomosis in gynaecological debulking surgery without a diverting stoma?,27136599,27136599,27136599,1,1,7.2954,7.2954
470,Does angiotensin-converting enzyme-1 (ACE-1) gene polymorphism lead to chronic kidney disease among hypertensive patients?,27050505,27050505,27050505,1,1,3.9971,3.9971
471,Does laparoscopic antireflux surgery improve quality of life in patients whose gastro-oesophageal reflux disease is well controlled with medical therapy?,18403945,18403945,18403945,1,1,10.3189,10.3189
472,Is semi-closed endarterectomy of the superficial femoral artery combined with a short venous bypass in case of insufficient venous material an acceptable alternative for limb-threatening ischemia?,11149643,11149643,11149643,1,1,8.3044,8.3044
473,Can biofeedback training of psychophysiological responses enhance athletes' sport performance?,26200172,26200172,26200172,1,1,8.4739,8.4739
474,Do cytokines have any role in epilepsy?,18783922,18783922,22578659,1,0,-0.2349,5.6837
475,Cue-induced behavioural activation: a novel model of alcohol craving?,12684740,12684740,12684740,1,1,5.0199,5.0199
476,Can routine offering of influenza vaccination in office-based settings reduce racial and ethnic disparities in adult influenza vaccination?,25155638,25155638,25155638,1,1,6.1580,6.1580
477,Colorectal cancer in young patients: is it a distinct clinical entity?,26820719,23414955,26820719,0,1,3.6828,7.5335
478,Can implant retention be recommended for treatment of infected TKA?,21080127,21080127,21080127,1,1,5.0972,5.0972
479,Long-term significance of postictal psychotic episodes II. Are they predictive of interictal psychotic episodes?,18086459,18086459,18086459,1,1,5.9820,5.9820
480,Do primary care physicians underprescribe antibiotics for peptic ulcer disease?,11978239,11978239,11978239,1,1,6.6338,6.6338
481,Blunt trauma in intoxicated patients: is computed tomography of the abdomen always necessary?,10798511,10798511,15580035,1,0,5.8463,4.6957
482,Chronic progressive cervical myelopathy with HTLV-I infection: Variant form of HAM/TSP?,15477551,15477551,15477551,1,1,5.2574,5.2574
483,Gender difference in survival of resected non-small cell lung cancer: histology-related phenomenon?,19327500,19327500,19327500,1,1,7.4961,7.4961
484,Is lumbar drainage of postoperative cerebrospinal fluid fistula after spine surgery effective?,24614789,24614789,24614789,1,1,7.7392,7.7392
485,Is obesity a risk factor for wheezing among adolescents?,23283159,23283159,23283159,1,1,5.8829,5.8829
486,Dose end-tidal carbon dioxide measurement correlate with arterial carbon dioxide in extremely low birth weight infants in the first week of life?,16465002,16465002,16465002,1,1,7.8863,7.8863
487,Is CA72-4 a useful biomarker in differential diagnosis between ovarian endometrioma and epithelial ovarian cancer?,24191126,24191126,24191126,1,1,7.0449,7.0449
488,Preservation of the PCL when performing cruciate-retaining TKA: Is the tibial tuberosity a reliable predictor of the PCL footprint location?,25218577,25218577,25218577,1,1,6.8455,6.8455
489,The English antibiotic awareness campaigns: did they change the public's knowledge of and attitudes to antibiotic use?,20488985,20488985,20488985,1,1,6.4893,6.4893
490,Does increased nerve length within the treatment volume improve trigeminal neuralgia radiosurgery?,11567820,11567820,11567820,1,1,9.6200,9.6200
491,Is the affinity column-mediated immunoassay method suitable as an alternative to the microparticle enzyme immunoassay method as a blood tacrolimus assay?,19100463,19100463,19100463,1,1,3.5270,3.5270
492,Should tumor depth be included in prognostication of soft tissue sarcoma?,12769830,12769830,12769830,1,1,7.7963,7.7963
493,Is amoxapine an atypical antipsychotic?,10331115,10331115,10331115,1,1,7.8309,7.8309
494,Does topical N-acetylcysteine application after myringotomy cause severe otorrhea?,17483607,17483607,17483607,1,1,5.2248,5.2248
495,Is non-HDL-cholesterol a better predictor of long-term outcome in patients after acute myocardial infarction compared to LDL-cholesterol?,28056802,28056802,28056802,1,1,8.1931,8.1931
496,Is intrapartum vibroacoustic stimulation an effective predictor of fetal acidosis?,11776681,11776681,11776681,1,1,8.8809,8.8809
497,The association of puberty and young adolescent alcohol use: do parents have a moderating role?,24922528,24922528,24922528,1,1,4.3647,4.3647
498,Must early postoperative oral intake be limited to laparoscopy?,8200238,8951516,8951516,0,0,4.5705,4.5705
499,Does loss of consciousness predict neuropsychological decrements after concussion?,10593212,10593212,10593212,1,1,4.9743,4.9743
500,Does body mass index (BMI) influence morbidity and long-term survival in gastric cancer patients after gastrectomy?,12630042,12630042,12630042,1,1,7.9284,7.9284
501,Does patella position influence ligament balancing in total knee arthroplasty?,24519615,24519615,24519615,1,1,6.0455,6.0455
502,Is the advanced age a contraindication to GERD laparoscopic surgery?,24267613,24267613,10449835,1,0,2.5883,4.2644
503,Ultra high risk (UHR) for psychosis criteria: are there different levels of risk for transition to psychosis?,21074975,21074975,21074975,1,1,7.9331,7.9331
504,Has the 80-hour workweek improved surgical resident education in New England?,19712912,19712912,19712912,1,1,9.0996,9.0996
505,Can continuous physical training counteract aging effect on myoelectric fatigue?,12690589,12690589,12690589,1,1,7.4484,7.4484
506,Does ischemic preconditioning require reperfusion before index ischemia?,10757151,10757151,10757151,1,1,7.0026,7.0026
507,Are sports medicine journals relevant and applicable to practitioners and athletes?,15388567,15388567,15388567,1,1,6.4697,6.4697
508,Does head positioning influence anterior chamber depth in pseudoexfoliation syndrome?,10877371,10877371,10877371,1,1,7.2489,7.2489
509,Are polymorphisms in oestrogen receptors genes associated with lipid levels in response to hormone therapy?,22324545,22324545,22324545,1,1,6.3426,6.3426
510,Sternal plating for primary and secondary sternal closure; can it improve sternal stability?,19419587,19419587,19419587,1,1,6.4185,6.4185
511,Can dose reduction to one parotid gland prevent xerostomia?,16909975,16909975,16909975,1,1,2.0836,2.0836
512,Is the histidine triad nucleotide-binding protein 1 (HINT1) gene a candidate for schizophrenia?,18799291,18799291,18799291,1,1,8.2932,8.2932
513,Increased neutrophil migratory activity after major trauma: a factor in the etiology of acute respiratory distress syndrome?,12163782,12163782,12163782,1,1,6.8071,6.8071
514,BCRABL transcript detection by quantitative real-time PCR : are correlated results possible from homebrew assays?,16392897,16392897,16392897,1,1,6.0711,6.0711
515,Does higher body mass index contribute to worse asthma control in an urban population?,19615731,19615731,19615731,1,1,6.4220,6.4220
516,Does a physician's specialty influence the recording of medication history in patients' case notes?,18537964,18537964,18537964,1,1,6.2111,6.2111
517,Living in an urban environment and non-communicable disease risk in Thailand: Does timing matter?,25747932,25747932,25747932,1,1,2.9034,2.9034
518,Is renal warm ischemia over 30 minutes during laparoscopic partial nephrectomy possible?,17445978,17445978,17445978,1,1,7.7168,7.7168
519,Does a febrile reaction to platelets predispose recipients to red blood cell alloimmunization?,19309468,19309468,19309468,1,1,5.4636,5.4636
520,Maternal creatine homeostasis is altered during gestation in the spiny mouse: is this a metabolic adaptation to pregnancy?,25885219,25885219,25885219,1,1,6.7057,6.7057
521,Pap smears with glandular cell abnormalities: Are they detected by rapid prescreening?,26348845,26348845,26348845,1,1,8.3174,8.3174
522,The HELPP syndrome--evidence of a possible systemic inflammatory response in pre-eclampsia?,12221908,12221908,10963506,1,0,-1.9263,2.9797
523,Spleen-preserving distal pancreatectomy with resection of the splenic vessels. Should one rely on the short gastric arteries?,21904069,21904069,21904069,1,1,7.2747,7.2747
524,Delayed peripheral facial palsy in the stapes surgery: can it be prevented?,14976655,14976655,14976655,1,1,1.6602,1.6602
525,Hepatic arterial embolization for unresectable hepatocellular carcinomas: do technical factors affect prognosis?,22644412,22644412,22644412,1,1,8.2640,8.2640
526,Are pelvic anatomical structures in danger during arthroscopic acetabular labral repair?,26419377,26419377,26419377,1,1,4.4179,4.4179
527,Staging laparoscopy in patients with hepatocellular carcinoma: is it useful?,23052500,23052500,23052500,1,1,8.0784,8.0784
528,Can echocardiography and ECG discriminate hereditary transthyretin V30M amyloidosis from hypertrophic cardiomyopathy?,26104852,26104852,26104852,1,1,7.2903,7.2903
529,Does pediatric housestaff experience influence tests ordered for infants in the neonatal intensive care unit?,9142039,9142039,9142039,1,1,8.2624,8.2624
530,Is robotically assisted laparoscopic radical prostatectomy less invasive than retropubic radical prostatectomy?,18399830,18640061,20880950,0,0,6.0855,9.0849
531,Nasal polyposis: is there an inheritance pattern?,18575014,18575014,18575014,1,1,3.9760,3.9760
532,c-Kit-dependent growth of uveal melanoma cells: a potential therapeutic target?,15223779,15223779,19118061,1,0,3.8339,5.5902
533,Pharmacologic regimens for knee osteoarthritis prevention: can they be cost-effective?,24487044,24487044,24487044,1,1,7.8433,7.8433
534,Is anorectal endosonography valuable in dyschesia?,12377809,12377809,12377809,1,1,5.6913,5.6913
535,Production of chemokines by perivascular adipose tissue: a role in the pathogenesis of atherosclerosis?,16195477,16195477,24779513,1,0,3.2476,6.1172
536,Continuity of care experience of residents in an academic vascular department: are trainees learning complete surgical care?,16678696,16678696,16678696,1,1,5.5188,5.5188
537,Household and food shopping environments: do they play a role in socioeconomic inequalities in fruit and vegetable consumption?,18801797,18801797,18801797,1,1,7.8561,7.8561
538,Does birth center care during a woman's first pregnancy have any impact on her future reproduction?,12153648,12153648,12153648,1,1,9.3739,9.3739
539,Are environmental factors important in primary systemic vasculitis?,12632437,12632437,12632437,1,1,6.3011,6.3011
540,Is low serum chloride level a risk factor for cardiovascular mortality?,10201555,10201555,10201555,1,1,5.7644,5.7643
541,Is EQ-5D a valid quality of life instrument in patients with acute coronary syndrome?,21342862,21342862,21342862,1,1,9.1203,9.1203
542,Could Adult European Pharmacoresistant Epilepsy Patients Be Treated With Higher Doses of Zonisamide?,26818046,26818046,26818046,1,1,6.1846,6.1846
543,Does early migraine treatment shorten time to headache peak and reduce its severity?,18005142,18005142,18005142,1,1,9.2373,9.2373
544,Does the manic/mixed episode distinction in bipolar disorder patients run true over time?,11481172,11481172,11481172,1,1,10.3900,10.3900
545,Post-tonsillectomy late haemorrhage: is it a preferably night-time event?,19230985,19230985,19230985,1,1,4.8952,4.8952
546,Acute hepatitis C in Israel: a predominantly iatrogenic disease?,17295865,17295865,17295865,1,1,6.5126,6.5126
547,Out of the smokescreen II: will an advertisement targeting the tobacco industry affect young people's perception of smoking in movies and their intention to smoke?,17565137,17565137,17565137,1,1,5.8379,5.8379
548,Do adjuvant aromatase inhibitors increase the cardiovascular risk in postmenopausal women with early breast cancer?,18041059,18041059,23454040,1,0,3.6707,3.9739
549,Metastatic carcinoma to the cervical nodes from an unknown head and neck primary site: Is there a need for neck dissection?,17274051,17274051,17274051,1,1,5.5823,5.5823
550,Cardiac reoperations in octogenarians: Do they really benefit?,26460153,26460153,26460153,1,1,3.7236,3.7236
551,Location and number of sutures placed for hiatal hernia repair during laparoscopic adjustable gastric banding: does it matter?,24061619,24061619,24061619,1,1,6.2112,6.2112
552,Is Alveolar Macrophage Phagocytic Dysfunction in Children With Protracted Bacterial Bronchitis a Forerunner to Bronchiectasis?,26867834,26867834,26867834,1,1,7.6617,7.6617
553,Do elderly patients benefit from surgery in addition to radiotherapy for treatment of metastatic spinal cord compression?,22349635,22349635,22349635,1,1,10.0031,10.0031
554,Are WHO/UNAIDS/UNICEF-recommended replacement milks for infants of HIV-infected mothers appropriate in the South African context?,15112004,15112004,15112004,1,1,6.4659,6.4659
555,Is minilaparoscopic inguinal hernia repair feasible?,15954832,15954832,18503366,1,0,4.2841,4.5005
556,Surgical treatment of prosthetic valve endocarditis in patients with double prostheses: is single-valve replacement safe?,19640728,19640728,19640728,1,1,6.6426,6.6426
557,Epidural analgesia for surgical treatment of peritoneal carcinomatosis: a risky technique?,22154448,22154448,22154448,1,1,1.4246,1.4246
558,Risk stratification in emergency surgical patients: is the APACHE II score a reliable marker of physiological impairment?,11146778,11146778,11146778,1,1,6.1129,6.1129
559,Are physicians meeting the needs of family caregivers of the frail elderly?,8199520,8199520,8199520,1,1,7.1126,7.1126
560,Can nonproliferative breast disease and proliferative breast disease without atypia be distinguished by fine-needle aspiration cytology?,9100537,9100537,9100537,1,1,7.6927,7.6927
561,Are Reviewers' Scores Influenced by Citations to Their Own Work?,26518378,26518378,26518378,1,1,4.5943,4.5943
562,Does the central venous pressure predict fluid responsiveness?,23774337,23774337,17646504,1,0,7.4420,7.1207
563,Memory-provoked rCBF-SPECT as a diagnostic tool in Alzheimer's disease?,16151770,16151770,16151770,1,1,6.9313,6.9313
564,Can we ease the financial burden of colonoscopy?,26418441,19465158,15571577,0,0,-6.5912,-5.6767
565,Is low birth weight a risk indicator for congenital cytomegalovirus infection?,20130378,20130378,20130378,1,1,8.2926,8.2926
566,Is external palliative radiotherapy for gallbladder carcinoma effective?,11799314,11799314,11799314,1,1,7.2752,7.2752
567,Is discordance in TEOAE and AABR outcomes predictable in newborns?,20828836,20828836,20828836,1,1,6.4438,6.4438
568,Chemical shift MRI: is there any contribution to morphologic evaluation of solid breast masses?,19608436,19608436,19608436,1,1,7.2114,7.2114
569,Do some U.S. states have higher/lower injury mortality rates than others?,15995461,15995461,15995461,1,1,4.8849,4.8849
570,Do European people with type 1 diabetes consume a high atherogenic diet?,23224030,23224030,23224030,1,1,9.0517,9.0517
571,Adults with mild intellectual disabilities: can their reading comprehension ability be improved?,17910536,17910536,17910536,1,1,6.3527,6.3527
572,Do antibiotics decrease post-tonsillectomy morbidity?,12070552,12070552,19102358,1,0,1.9697,5.1144
573,Body diffusion-weighted MR imaging of uterine endometrial cancer: is it helpful in the detection of cancer in nonenhanced MR imaging?,18182265,18182265,18182265,1,1,8.4305,8.4305
574,Do inhaled steroids differ from cromones in terms of hospital admission rates for asthma in children?,15841770,15841770,15841770,1,1,7.4423,7.4423
575,Substance use and HIV-related sexual behaviors among US high school students: are they related?,8017535,8017535,8017535,1,1,7.4003,7.4003
576,Does sex influence the response to intravenous thrombolysis in ischemic stroke?,24172579,24172579,19647928,1,0,5.5397,6.1986
577,Thrombosis prophylaxis in hospitalised medical patients: does prophylaxis in all patients make sense?,10781708,10781708,10781708,1,1,5.6927,5.6927
578,Do teleoncology models of care enable safe delivery of chemotherapy in rural towns?,26561905,26561905,26561905,1,1,4.7085,4.7085
579,Does Paget's disease exist in India?,17089900,17089900,17089900,1,1,8.1824,8.1824
580,Is There an Additional Value of Using Somatostatin Receptor Subtype 2a Immunohistochemistry Compared to Somatostatin Receptor Scintigraphy Uptake in Predicting Gastroenteropancreatic Neuroendocrine Tumor Response?,26536001,26536001,26536001,1,1,8.2469,8.2469
581,Can vaginal pH be measured from the wet mount slide?,19643525,19643525,19643525,1,1,8.1613,8.1613
582,Does Molecular Genotype Provide Useful Information in the Management of Radioiodine Refractory Thyroid Cancers?,26285789,26285789,20152708,1,0,0.3486,0.1001
583,Screening for gestational diabetes mellitus: are the criteria proposed by the international association of the Diabetes and Pregnancy Study Groups cost-effective?,22266735,22266735,22266735,1,1,9.4596,9.4596
584,Are higher rates of depression in women accounted for by differential symptom reporting?,15052394,15052394,22384260,1,0,3.0201,4.9071
585,Follow-up of patients with new cardiovascular implantable electronic devices: are experts' recommendations implemented in routine clinical practice?,23264436,23264436,23773989,1,0,3.8601,5.9067
586,Does limb-salvage surgery offer patients better quality of life and functional capacity than amputation?,22302658,17071186,22302658,0,1,-3.0619,8.1528
587,Serum angiotensin-converting enzyme and frequency of severe hypoglycaemia in Type 1 diabetes: does a relationship exist?,17894828,17894828,17894828,1,1,6.8120,6.8120
588,Cervical spine fractures in geriatric blunt trauma patients with low-energy mechanism: are clinical predictors adequate?,18096128,18096128,18096128,1,1,9.7993,9.7993
589,Do microbiological factors account for poor pregnancy outcome among unmarried pregnant women in Poland?,12913347,12913347,12913347,1,1,8.3569,8.3569
590,Should all patients be optimized to the same preoperative hemoglobin level to avoid transfusion in primary knee arthroplasty?,24684514,24684514,24684514,1,1,7.1305,7.1305
591,Is there any relation between cervical cord plaques and discopathy in patients with multiple sclerosis?,24793469,24793469,24793469,1,1,8.6958,8.6958
592,Is the processing of affective prosody influenced by spatial attention?,23360491,23360491,23360491,1,1,8.6262,8.6262
593,Is there a role for leukocyte and CRP measurements in the diagnosis of acute appendicitis in the elderly?,10340286,10340286,10340286,1,1,7.9394,7.9394
594,Are bipolar disorders underdiagnosed in patients with depressive episodes?,22954812,18466044,10357026,0,0,6.7696,6.9301
595,Prognosis of low-tone sudden deafness - does it inevitably progress to Meniere's disease?,18274917,18274917,18274917,1,1,6.1509,6.1509
596,Can pictorial warning labels on cigarette packages address smoking-related health disparities?,22350859,9080935,27411100,0,0,1.8207,5.6547
597,Does patient-prosthesis mismatch after aortic valve replacement affect survival and quality of life in elderly patients?,26237424,26237424,26237424,1,1,9.1663,9.1663
598,Is fear of anaphylactic shock discouraging surgeons from more widely adopting percutaneous and laparoscopic techniques in the treatment of liver hydatid cyst?,15041506,15041506,15041506,1,1,6.4556,6.4556
599,Reporting and interpreting red blood cell morphology: is there discordance between clinical pathologists and clinicians?,25280365,25280365,25280365,1,1,4.2893,4.2893
600,Does β-catenin have a role in pathogenesis of sebaceous cell carcinoma of the eyelid?,20813740,20813740,20813740,1,1,6.4976,6.4976
601,Is ultrasound equal to X-ray in pediatric fracture diagnosis?,20401819,20401819,20401819,1,1,8.1062,8.1062
602,Measuring hospital mortality rates: are 30-day data enough?,7860319,7860319,7860319,1,1,5.8674,5.8674
603,Hearing loss: an unknown complication of pre-eclampsia?,25255719,25255719,25255719,1,1,1.6420,1.6420
604,Is portable ultrasonography accurate in the evaluation of Schanz pin placement during extremity fracture fixation in austere environments?,24352924,24352924,24352924,1,1,2.8895,2.8895
605,Medical student education in emergency medicine: do students meet the national standards for clinical encounters of selected core conditions?,24973051,24973051,24973051,1,1,6.4306,6.4306
606,A model of healing of Los Angeles grades C and D reflux oesophagitis: is there an optimal time of acid suppression for maximal healing?,20497146,20497146,20497146,1,1,7.6383,7.6383
607,Gadofosveset-enhanced MR angiography of carotid arteries: does steady-state imaging improve accuracy of first-pass imaging?,19401574,19401574,19401574,1,1,7.9885,7.9885
608,Sternal skin conductance: a reasonable surrogate for hot flash measurement?,23571528,23571528,16145304,1,0,4.5913,4.6106
609,Elephant trunk in a small-calibre true lumen for chronic aortic dissection: cause of haemolytic anaemia?,25228241,25228241,25228241,1,1,8.4959,8.4959
610,Does partial expander deflation exacerbate the adverse effects of radiotherapy in two-stage breast reconstruction?,22348433,22348433,22348433,1,1,3.0127,3.0127
611,Should temperature be monitorized during kidney allograft preservation?,20538207,20538207,20538207,1,1,6.6385,6.6385
612,Can p53 alterations be used to predict tumour response to pre-operative chemo-radiotherapy in locally advanced rectal cancer?,10927144,10927144,10927144,1,1,10.3273,10.3273
613,Is irritable bowel syndrome a diagnosis of exclusion?,20197761,20197761,20197761,1,1,7.6128,7.6128
614,Is pelvic pain associated with defecatory symptoms in women with pelvic organ prolapse?,21394762,21394762,21394762,1,1,9.8193,9.8193
615,Does ibuprofen increase perioperative blood loss during hip arthroplasty?,12442934,12442934,12442934,1,1,6.7027,6.7027
616,"Laparoscopic-assisted ileocolic resections in patients with Crohn's disease: are abscesses, phlegmons, or recurrent disease contraindications?",9347843,9347843,9347843,1,1,7.4237,7.4237
617,Has the use of complementary and alternative medicine therapies by U.S. adults with chronic disease-related functional limitations changed from 2002 to 2007?,23072266,23072266,23072266,1,1,9.0543,9.0543
618,Is extended aortic replacement in acute type A dissection justifiable?,12607666,12607666,12607666,1,1,4.5940,4.5940
619,Is intensive monitoring during the first transfusion in pediatric patients necessary?,24074624,24074624,24074624,1,1,7.0300,7.0300
620,Effects of exercise training on heart rate and QT interval in healthy young individuals: are there gender differences?,17224424,17224424,17224424,1,1,7.7894,7.7894
621,Is coeliac disease screening in risk groups justified?,16097998,20096017,16097998,0,1,1.4689,6.6201
622,Analysis of the epidemiological pattern of Shigellosis in Barcelona between 1988 and 2012: Is it an emerging sexually transmitted infection?,25487603,25487603,25487603,1,1,6.4782,6.4782
623,A patient with myelomeningocele: is untethering necessary prior to scoliosis correction?,20594006,20594006,20594006,1,1,7.4913,7.4913
624,Is aerobic workload positively related to ambulatory blood pressure?,26363639,26363639,26363639,1,1,7.2768,7.2768
625,PREVALENCE OF THE STREPTOCOCUS AGALACTIAE IN THE PREGNANT WOMAN FROM THE AUTONOMIC CITY OF MELILLA: IS CULTURE A DETERMINANT FACTOR?,27405146,27405146,27405146,1,1,3.2820,3.2820
626,Is fluoroscopy essential for retrieval of lower ureteric stones?,17192736,17192736,17192736,1,1,5.5280,5.5280
627,Does the sequence of clamp application during open abdominal aortic aneurysm surgery influence distal embolisation?,14652839,14652839,10329525,1,0,5.8991,6.0361
628,Are lower fasting plasma glucose levels at diagnosis of type 2 diabetes associated with improved outcomes?,12145243,12145243,12145243,1,1,5.7335,5.7335
629,Do elderly patients call 911 when presented with clinical scenarios suggestive of acute stroke?,25571931,25571931,25571931,1,1,7.5318,7.5318
630,Cerebromediastinal tuberculosis in a child with a probable Say-Barber-Miller syndrome: a causative link?,19108857,19108857,19108857,1,1,7.4666,7.4666
631,Are virtual planning and guided surgery for head and neck reconstruction economically viable?,25443385,25443385,25443385,1,1,5.7339,5.7339
632,Do overweight children necessarily make overweight adults?,18719011,17557992,17276325,0,0,-1.5556,3.8905
633,Biliary atresia: should all patients undergo a portoenterostomy?,9044116,10770389,10873055,0,0,2.5457,6.6324
634,Does a history of unintended pregnancy lessen the likelihood of desire for sterilization reversal?,23621776,23621776,23621776,1,1,8.4169,8.4169
635,Does early discharge with nurse home visits affect adequacy of newborn metabolic screening?,12970636,12970636,12970636,1,1,6.8793,6.8793
636,Are stroke patients' reports of home blood pressure readings reliable?,21084567,21084567,21084567,1,1,8.5145,8.5145
637,Does increasing blood pH stimulate protein synthesis in dialysis patients?,19546588,19546588,19546588,1,1,4.6082,4.6082
638,Can T-cell deficiency affect spatial learning ability following toluene exposure?,19923859,19923859,19923859,1,1,7.6939,7.6939
639,Is there a relationship between homocysteine and vitiligo?,18616781,18616781,18616781,1,1,5.3993,5.3993
640,Do dermatomyositis and polymyositis affect similar thigh muscles?,27991408,27991408,27991408,1,1,8.3532,8.3532
641,Juvenile ankylosing spondylitis--is it the same disease as adult ankylosing spondylitis?,14655021,14655021,14655021,1,1,5.4350,5.4350
642,Is Aspiration Thrombectomy Beneficial in Patients Undergoing Primary Percutaneous Coronary Intervention?,26175531,26175531,27712735,1,0,6.6823,7.9245
643,Can static foot posture measurements predict regional plantar surface area?,25168472,25168472,25168472,1,1,8.4383,8.4383
644,Can dentists recognize manipulated digital radiographs?,9446993,9446993,9446993,1,1,9.7099,9.7099
645,Is delayed gastric emptying following pancreaticoduodenectomy related to pylorus preservation?,10473855,15827814,10473855,0,1,6.4370,7.7046
646,Is Overexpression of Ki-67 a Prognostic Biomarker of Upper Tract Urinary Carcinoma?,28006766,28006766,28006766,1,1,5.7314,5.7314
647,Does a delay in transfer to a rehabilitation unit for older people affect outcome after fracture of the proximal femur?,11833948,11833948,11833948,1,1,7.3618,7.3618
648,Does the treatment of amblyopia normalise subfoveal choroidal thickness in amblyopic children?,27757987,27757987,27757987,1,1,7.5032,7.5032
649,A comparison of 500 prefilled textured saline breast implants versus 500 standard textured saline breast implants: is there a difference in deflation rates?,16772913,16772913,16772913,1,1,7.7405,7.7405
650,Do foreign bodies migrate through the body towards the heart?,19575104,19575104,19575104,1,1,6.0190,6.0190
651,Is there a relationship between serum paraoxonase level and epicardial fat tissue thickness?,24449622,24449622,24449622,1,1,8.9660,8.9660
652,Chemoradiation instead of surgery to treat mid and low rectal tumors: is it safe?,12095973,12095973,12095973,1,1,7.4543,7.4543
653,Is calibration the cause of variation in liquid chromatography tandem mass spectrometry testosterone measurement?,23761381,23761381,23761381,1,1,7.9162,7.9162
654,Are complex coronary lesions more frequent in patients with diabetes mellitus?,16971978,16971978,16971978,1,1,7.1554,7.1554
655,Are variations in the use of carotid endarterectomy explained by population Need?,10375486,12469045,10375486,0,1,-3.5436,6.6121
656,Are there effects of intrauterine cocaine exposure on delinquency during early adolescence?,21558951,21558951,21558951,1,1,8.0847,8.0847
657,Is expert breast pathology assessment necessary for the management of ductal carcinoma in situ ?,15528969,15528969,15528969,1,1,8.3825,8.3825
658,Thoracic and thoracoabdominal aneurysm repair: is reimplantation of spinal cord arteries a waste of time?,17062225,17062225,18242262,1,0,3.2537,3.3876
659,Is year of radical prostatectomy a predictor of outcome in prostate cancer?,14713788,14713788,15017206,1,0,7.7309,5.6685
660,Does health information exchange reduce redundant imaging?,24374414,24374414,24374414,1,1,6.4477,6.4477
661,Is decompressive surgery effective for spinal cord sarcoidosis accompanied with compressive cervical myelopathy?,20736887,20736887,20736887,1,1,7.8451,7.8451
662,Endovenous laser ablation in the treatment of small saphenous varicose veins: does site of access influence early outcomes?,22504515,22504515,22504515,1,1,7.3026,7.3026
663,Is a pressor necessary during aortic perfusion and oxygenation therapy of cardiac arrest?,10577397,10577397,10577397,1,1,2.6374,2.6374
664,Do people who were passive smokers during childhood have increased risk of long-term work disability?,15369037,15369037,15369037,1,1,4.2174,4.2174
665,Is the covering of the resection margin after distal pancreatectomy advantageous?,24073931,24073931,24073931,1,1,5.7598,5.7598
666,Does treatment duration affect outcome after radiotherapy for prostate cancer?,18472368,18472368,18472368,1,1,7.1403,7.1403
667,Is the urinary biomarkers assessment a non-invasive approach to tubular lesions of the solitary kidney?,23992109,23992109,23992109,1,1,5.9806,5.9806
668,Is there a role for fondaparinux in perioperative bridging?,21164063,21164063,21164063,1,1,8.8721,8.8721
